year,period,sector,role_family,role,occupation_proxy,historical_role_status,ict_employment,ict_employment_share_pct,total_employment,labour_force_participation_rate_pct,employment_to_population_ratio_pct,unemployment_rate_pct,tertiary_employment_count,role_demand_index,role_share_within_ict_pct,role_employment_proxy,emergence_year,data_basis,synthetic_flag,target_role_demand_index_1y,target_role_demand_index_2y,target_role_demand_6m,note_6m,role_encoded,years_since_emergence,trend_position,share_lag1,share_change_1y,share_change_2y,share_accel,share_growth_rate,target_share_1y,sample_weight
2011,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,100.0,23.103,1718.9,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,1,0.0625,22.827,0.2759999999999998,0.0,0.0,0.011946500454486421,23.011,0.0301973834223185
2012,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,100.0,23.011,2209.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,2,0.125,23.103,-0.0920000000000023,0.1839999999999975,-0.3680000000000021,-0.003998087871018309,22.737,0.03877420783172201
2013,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,100.0,22.737,2813.7,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,3,0.1875,23.011,-0.2740000000000009,-0.3660000000000032,-0.1819999999999986,-0.012050842239521525,19.822,0.049787068367863944
2014,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,100.0,19.822,3133.9,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,4,0.25,22.737,-2.914999999999999,-3.189,-2.6409999999999982,-0.14705882352941171,19.854,0.06392786120670757
2015,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,100.0,19.854,3968.4,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,5,0.3125,19.822,0.03200000000000003,-2.882999999999999,2.946999999999999,0.001611765891004333,18.203,0.0820849986238988
2016,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,100.0,18.203,4686.4,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available,17,6,0.375,19.854,-1.6509999999999998,-1.6189999999999998,-1.6829999999999998,-0.09069933527440531,17.035,0.10539922456186433
2017,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,100.0,17.035,7395.6,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,7,0.4375,18.203,-1.1679999999999993,-2.818999999999999,0.48300000000000054,-0.06856471969474606,15.552,0.1353352832366127
2018,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,100.0,15.552,10775.8,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,8,0.5,17.035,-1.4830000000000005,-2.651,-0.3150000000000013,-0.09535751028806588,14.791,0.17377394345044514
2019,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,100.0,14.791,14344.6,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,9,0.5625,15.552,-0.7609999999999992,-2.2439999999999998,0.7220000000000013,-0.05145020620647686,14.546,0.22313016014842982
2020,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,100.0,14.546,13356.3,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,10,0.625,14.791,-0.245000000000001,-1.0060000000000002,0.5159999999999982,-0.016843118383060705,14.428,0.2865047968601901
2021,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,100.0,14.428,7883.5,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,11,0.6875,14.546,-0.11799999999999855,-0.36299999999999955,0.12700000000000244,-0.008178541724424629,14.035,0.36787944117144233
2022,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,100.0,14.035,12039.9,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,12,0.75,14.428,-0.3930000000000007,-0.5109999999999992,-0.27500000000000213,-0.028001425008906355,13.576,0.4723665527410147
2023,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,100.0,13.576,18502.6,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,13,0.8125,14.035,-0.45899999999999963,-0.8520000000000003,-0.06599999999999895,-0.033809664113140805,13.411,0.6065306597126334
2024,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,100.0,13.411,24193.3,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available,17,14,0.875,13.576,-0.16500000000000092,-0.6240000000000006,0.2939999999999987,-0.01230333308478122,13.502,0.7788007830714049
2025,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,100.0,13.502,28787.3,2010,NISR Labour Force Survey microdata,1,100.0,,,No sub-annual data available,17,15,0.9375,13.411,0.09100000000000108,-0.07399999999999984,0.256000000000002,0.006739742260405945,11.035,1.0
2010,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,43.5,9.931,558.6,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.63,43.87,,No sub-annual data available,18,0,0.0,0.0,0.0,0.0,0.0,0.0,10.081,0.023517745856009107
2011,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,43.63,10.081,750.0,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.87,43.87,,No sub-annual data available,18,1,0.0625,9.931,0.15000000000000036,0.0,0.0,0.014879476242436303,10.095,0.0301973834223185
2012,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,43.87,10.095,969.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.87,43.63,,No sub-annual data available,18,2,0.125,10.081,0.014000000000001123,0.16400000000000148,-0.13599999999999923,0.0013868251609708887,9.976,0.03877420783172201
2013,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,43.87,9.976,1234.5,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.63,43.51,,No sub-annual data available,18,3,0.1875,10.095,-0.11899999999999977,-0.10499999999999865,-0.1330000000000009,-0.011928628708901339,8.649,0.049787068367863944
2014,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,43.63,8.649,1367.4,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.51,43.67,,No sub-annual data available,18,4,0.25,9.976,-1.3270000000000017,-1.4460000000000015,-1.208000000000002,-0.1534281419817322,8.638,0.06392786120670757
2015,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,43.51,8.638,1726.6,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.67,43.89,,No sub-annual data available,18,5,0.3125,8.649,-0.010999999999999233,-1.338000000000001,1.3160000000000025,-0.0012734429266032916,7.95,0.0820849986238988
2016,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,43.67,7.95,2046.7,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,43.89,43.85,,No sub-annual data available,18,6,0.375,8.638,-0.6879999999999997,-0.698999999999999,-0.6770000000000005,-0.08654088050314462,7.477,0.10539922456186433
2017,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,43.89,7.477,3246.1,2010,NISR Labour Force Survey microdata,1,43.85,43.59,,No sub-annual data available,18,7,0.4375,7.95,-0.47299999999999986,-1.1609999999999996,0.21499999999999986,-0.0632606660425304,6.819,0.1353352832366127
2018,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,43.85,6.819,4724.8,2010,NISR Labour Force Survey microdata,1,43.59,43.52,,No sub-annual data available,18,8,0.5,7.477,-0.6580000000000004,-1.1310000000000002,-0.1850000000000005,-0.09649508725619597,6.448,0.17377394345044514
2019,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,43.59,6.448,6253.4,2010,NISR Labour Force Survey microdata,1,43.52,43.72,,No sub-annual data available,18,9,0.5625,6.819,-0.37099999999999955,-1.029,0.2870000000000008,-0.05753722084367238,6.33,0.22313016014842982
2020,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,43.52,6.33,5812.3,2010,NISR Labour Force Survey microdata,1,43.72,43.91,,No sub-annual data available,18,10,0.625,6.448,-0.11800000000000033,-0.4889999999999999,0.2529999999999992,-0.0186413902053713,6.308,0.2865047968601901
2021,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,43.72,6.308,3446.7,2010,NISR Labour Force Survey microdata,1,43.91,43.81,,No sub-annual data available,18,11,0.6875,6.33,-0.02200000000000024,-0.14000000000000057,0.09600000000000009,-0.003487634749524452,6.163,0.36787944117144233
2022,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,43.91,6.163,5286.9,2010,NISR Labour Force Survey microdata,1,43.81,43.56,,No sub-annual data available,18,12,0.75,6.308,-0.14499999999999957,-0.16699999999999982,-0.12299999999999933,-0.023527502839526135,5.947,0.4723665527410147
2023,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,43.81,5.947,8105.1,2010,NISR Labour Force Survey microdata,1,43.56,43.53,,No sub-annual data available,18,13,0.8125,6.163,-0.2160000000000002,-0.36099999999999977,-0.07100000000000062,-0.036320834033966735,5.842,0.6065306597126334
2024,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,43.56,5.842,10538.9,2010,NISR Labour Force Survey microdata,1,43.53,47.8,,No sub-annual data available,18,14,0.875,5.947,-0.10500000000000043,-0.3210000000000006,0.11099999999999977,-0.017973296816158925,5.878,0.7788007830714049
2025,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,43.53,5.878,12532.4,2010,NISR Labour Force Survey microdata,1,47.8,,,No sub-annual data available,18,15,0.9375,5.842,0.036000000000000476,-0.06899999999999995,0.1410000000000009,0.0061245321537938885,5.272,1.0
2010,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,5625.0,0.25,2250000.0,26.5,20.7,22.0,950000.0,46.43,10.599,596.2,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,44.49,44.87,,No sub-annual data available,19,0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.023517745856009107
2011,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,7440.0,0.32,2325000.0,27.0,21.3,21.5,1000000.0,44.49,10.28,764.8,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,44.87,47.06,,No sub-annual data available,19,1,0.0625,10.599,-0.31900000000000084,0.0,0.0,-0.031031128404669345,10.326,0.0301973834223185
2012,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,9600.0,0.4,2400000.0,27.5,21.7,21.0,1060000.0,44.87,10.326,991.3,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.06,47.84,,No sub-annual data available,19,2,0.125,10.28,0.04600000000000115,-0.2729999999999997,0.365000000000002,0.0044547743559946885,10.7,0.03877420783172201
2013,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,12375.0,0.5,2475000.0,28.0,22.3,20.5,1120000.0,47.06,10.7,1324.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,47.84,46.04,,No sub-annual data available,19,3,0.1875,10.326,0.3739999999999988,0.41999999999999993,0.3279999999999976,0.03495327102803727,9.483,0.049787068367863944
2014,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,15810.0,0.62,2550000.0,28.5,22.8,20.0,1190000.0,47.84,9.483,1499.3,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,46.04,44.36,,No sub-annual data available,19,4,0.25,10.7,-1.2169999999999987,-0.843,-1.5909999999999975,-0.12833491511125159,9.141,0.06392786120670757
2015,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,19988.0,0.76,2630000.0,29.2,23.7,19.0,1270000.0,46.04,9.141,1827.1,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,44.36,45.19,,No sub-annual data available,19,5,0.3125,9.483,-0.3420000000000005,-1.5589999999999993,0.8749999999999982,-0.037413849688217975,8.075,0.0820849986238988
2016,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,25745.0,0.95,2710000.0,30.0,24.6,18.0,1370000.0,44.36,8.075,2078.9,2010,"NISR EICV/Census estimates, scaled to LFS 2017 anchor",1,45.19,47.37,,No sub-annual data available,19,6,0.375,9.141,-1.0660000000000007,-1.4080000000000013,-0.7240000000000002,-0.1320123839009289,7.698,0.10539922456186433
2017,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,43414.0,1.45,2989249.0,31.1,25.7,17.3,1521482.0,45.19,7.698,3342.0,2010,NISR Labour Force Survey microdata,1,47.37,47.68,,No sub-annual data available,19,7,0.4375,8.075,-0.3769999999999989,-1.4429999999999996,0.6890000000000018,-0.04897375941803051,7.367,0.1353352832366127
2018,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,69289.0,2.16,3207336.0,31.8,27.0,15.1,1667810.0,47.37,7.367,5104.5,2010,NISR Labour Force Survey microdata,1,47.68,45.65,,No sub-annual data available,19,8,0.5,7.698,-0.3310000000000004,-0.7079999999999993,0.04599999999999849,-0.04493009366092038,7.053,0.17377394345044514
2019,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,96982.0,2.96,3273921.0,31.6,26.8,15.2,1762786.0,47.68,7.053,6840.1,2010,NISR Labour Force Survey microdata,1,45.65,44.31,,No sub-annual data available,19,9,0.5625,7.367,-0.31400000000000006,-0.6450000000000005,0.017000000000000348,-0.0445200623848008,6.641,0.22313016014842982
2020,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,45.65,6.641,6097.8,2010,NISR Labour Force Survey microdata,1,44.31,45.54,,No sub-annual data available,19,10,0.625,7.053,-0.4119999999999999,-0.726,-0.09799999999999986,-0.06203884957084775,6.393,0.2865047968601901
2021,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,44.31,6.393,3493.1,2010,NISR Labour Force Survey microdata,1,45.54,47.63,,No sub-annual data available,19,11,0.6875,6.641,-0.24800000000000022,-0.6600000000000001,0.1639999999999997,-0.038792429219458816,6.392,0.36787944117144233
2022,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,45.54,6.392,5483.4,2010,NISR Labour Force Survey microdata,1,47.63,47.45,,No sub-annual data available,19,12,0.75,6.393,-0.0009999999999994458,-0.24899999999999967,0.24700000000000077,-0.00015644555694609602,6.466,0.4723665527410147
2023,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,47.63,6.466,8812.4,2010,NISR Labour Force Survey microdata,1,47.45,45.3,,No sub-annual data available,19,13,0.8125,6.392,0.07399999999999984,0.0730000000000004,0.07499999999999929,0.011444478812248662,6.364,0.6065306597126334
2024,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,47.45,6.364,11480.6,2010,NISR Labour Force Survey microdata,1,45.3,49.3,,No sub-annual data available,19,14,0.875,6.466,-0.10200000000000031,-0.02800000000000047,-0.17600000000000016,-0.016027655562539333,6.116,0.7788007830714049
2025,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,45.3,6.116,13039.8,2010,NISR Labour Force Survey microdata,1,49.3,,,No sub-annual data available,19,15,0.9375,6.364,-0.24800000000000022,-0.35000000000000053,-0.1459999999999999,-0.04054937867887512,5.438,1.0
